regiao_id,municipio,uf,macrorregiao,latitude,longitude,fornos_detectados,densidade_populacional,pib_per_capita,distancia_centro_urbano_km,indice_pobreza,idh,taxa_informalidade,casos_oit_historicos,cobertura_fiscalizacao,area_desmatada_km2,acesso_educacao,populacao_total,score_risco,categoria_risco,pessoas_em_risco_estimadas
BR-01065,Monte do Norte,GO,Centro-Oeste,-18.8426,-48.6232,4,36.02,32408.39,212.0,47.41,0.691,46.77,1,52.91,12.7,66.0,29485,67.7,Médio Risco,754
BR-01066,Serra Azul,TO,Norte,-11.8855,-49.3875,2,27.11,27156.84,204.4,48.09,0.717,52.6,1,42.01,2.88,53.99,3098,68.3,Médio Risco,87
BR-01067,Bela Grande,MT,Centro-Oeste,-10.5383,-53.8891,3,14.06,40055.22,236.9,34.06,0.769,55.28,0,53.56,34.49,70.04,46089,58.4,Médio Risco,1047
BR-01068,Bela Verde,PI,Nordeste,-7.1573,-43.2909,3,13.67,22726.4,190.2,42.12,0.73,62.35,0,39.48,5.82,61.41,14744,66.6,Médio Risco,451
BR-01069,Rio do Carvão,AC,Norte,-9.8371,-72.0107,0,3.94,52607.48,227.5,40.47,0.817,44.57,0,66.8,1.26,74.08,91500,28.5,Baixo Risco,567
BR-01070,Nova do Sertão,MT,Centro-Oeste,-12.8786,-56.0168,2,49.73,28035.65,229.3,49.92,0.716,44.21,0,36.37,3.5,64.88,32153,60.1,Médio Risco,654
BR-01071,Cruz da Mata,SC,Sul,-27.4315,-54.6238,0,11.15,46223.53,20.5,12.42,0.873,21.62,0,76.03,1.03,88.42,177772,10.5,Baixo Risco,145
BR-01072,Nova Esperança,PR,Sul,-23.86,-51.7191,0,91.01,44239.25,62.8,27.38,0.9,13.13,1,72.03,3.14,81.16,19204,15.0,Baixo Risco,22
BR-01073,Cruz do Carvão,MS,Centro-Oeste,-22.4116,-54.7782,1,25.76,41672.67,215.2,32.3,0.724,47.5,0,45.59,1.03,61.62,4422,42.0,Médio Risco,53
BR-01074,Boa Dourado,SE,Nordeste,-11.7473,-36.2954,1,29.19,31957.84,158.2,46.42,0.744,52.76,0,,1.97,64.13,44218,45.7,Médio Risco,656
BR-01075,Santa Verde,RR,Norte,2.4321,-64.0408,1,27.9,32429.8,146.9,40.21,0.807,48.08,0,54.6,12.11,74.69,23964,45.7,Médio Risco,333
BR-01076,Boa do Forno,GO,Centro-Oeste,-16.1198,-48.2334,1,93.44,34320.45,266.5,37.41,0.692,53.68,0,37.13,0.8,48.35,3381,60.9,Médio Risco,80
BR-01077,Bela Limpo,PA,Norte,-2.9894,-51.3312,3,98.41,37529.19,172.8,34.38,,38.31,2,65.37,11.7,68.24,8785,49.0,Médio Risco,117
BR-01078,Alto do Carvão,MG,Sudeste,-19.8213,-42.6271,1,22.84,33568.64,145.9,47.31,0.743,44.75,0,46.86,4.65,48.39,13077,49.9,Médio Risco,199
BR-01079,Porto Limpo,PE,Nordeste,-7.88,-37.9338,3,9.51,34728.3,210.8,58.63,0.732,43.17,0,49.74,1.19,57.74,229631,57.2,Médio Risco,4248
BR-01080,Campo Grande,MA,Nordeste,-3.8918,-44.0205,3,51.26,,121.0,45.77,0.659,53.58,0,28.36,1.04,63.41,79563,62.1,Médio Risco,1949
BR-01081,Vila Esperança,DF,Centro-Oeste,-15.1485,-49.9197,0,9.65,45816.6,242.9,46.76,,38.32,0,57.98,3.62,58.37,21276,35.5,Baixo Risco,170
BR-01082,Alto do Sertão,SP,Sudeste,-21.9952,-47.7917,0,6.68,34097.56,120.3,27.06,0.767,48.57,0,81.04,0.22,82.41,59195,20.4,Baixo Risco,228
BR-01083,Santo do Forno,SE,Nordeste,-10.7042,-38.5296,1,38.32,25808.97,141.8,35.68,0.737,39.98,0,34.51,1.81,81.82,2567,42.2,Médio Risco,28
BR-01084,Alto do Cedro,RR,Norte,0.8812,-63.712,1,109.26,42322.62,169.3,25.13,0.791,34.02,0,65.75,7.1,88.73,16218,29.8,Baixo Risco,91
BR-01085,Campo do Forno,TO,Norte,-10.2708,-49.8738,5,12.5,32134.87,336.6,54.58,0.579,44.62,1,27.77,3.5,51.77,54244,84.0,Alto Risco,1897
BR-01086,Alto Vermelho,RN,Nordeste,-4.0464,-36.5823,0,40.81,45446.51,207.8,28.51,0.774,44.62,0,78.07,4.49,75.87,40405,28.7,Baixo Risco,254
BR-01087,Cruz Dourado,RS,Sul,-29.8666,-54.354,0,24.35,55604.1,115.6,20.71,0.925,29.82,0,80.48,1.75,75.74,16744,13.9,Baixo Risco,26
BR-01088,Lago Vermelho,RS,Sul,-30.9457,-52.6735,0,42.48,20883.84,260.6,55.23,0.598,51.65,0,42.27,3.19,44.72,31323,69.9,Médio Risco,903
BR-01089,Serra Limpo,MG,Sudeste,-18.7891,-46.9115,0,98.85,41190.86,76.1,26.05,0.818,27.89,0,52.7,1.28,79.95,50143,19.6,Baixo Risco,128
BR-01090,São do Cedro,MS,Centro-Oeste,-20.2288,-57.5179,1,18.53,27212.1,188.2,38.04,0.707,47.66,0,38.77,13.71,66.44,32478,57.9,Médio Risco,655
BR-01091,Santa do Carvão,DF,Centro-Oeste,-16.3529,-45.9387,1,11.62,39886.33,182.1,24.7,,31.39,0,69.52,16.65,86.47,96399,28.1,Baixo Risco,468
BR-01092,Alto Azul,PE,Nordeste,-7.7006,-36.5947,1,6.46,44705.39,163.5,33.84,0.792,40.8,0,42.55,1.47,66.83,48941,36.0,Baixo Risco,416
BR-01093,Santo do Norte,GO,Centro-Oeste,-15.248,-51.329,6,69.16,35505.47,152.9,35.83,0.878,55.98,0,42.21,12.52,71.54,62259,51.6,Médio Risco,1170
BR-01094,Porto Verde,ES,Sudeste,-17.9454,-40.3442,0,9.42,39048.29,91.6,37.55,0.801,40.6,0,57.77,3.6,74.81,279832,26.7,Baixo Risco,1469
BR-01095,Nova Grande,PR,Sul,-22.897,-50.1227,0,50.83,50872.68,60.2,23.2,0.834,35.73,0,67.9,2.34,81.78,92446,17.1,Baixo Risco,219
BR-01096,Vale das Flores,MT,Centro-Oeste,-11.2458,-54.8331,3,53.38,23777.72,252.5,31.94,0.666,43.65,0,51.97,28.52,64.04,289583,64.4,Médio Risco,6525
BR-01097,Rio do Norte,CE,Nordeste,-6.5079,-39.3225,1,20.42,45638.31,104.4,20.24,0.832,28.13,0,60.76,0.97,74.73,14187,21.0,Baixo Risco,41
BR-01098,Bela Verde,RO,Norte,-12.0949,-61.8068,3,22.62,30153.97,195.9,36.89,0.713,43.2,1,61.15,4.97,70.82,4489,57.7,Médio Risco,84
BR-01099,Cruz do Vale,RR,Norte,1.9439,-62.423,1,102.19,48507.64,160.7,24.55,0.906,46.55,0,,2.82,87.69,27575,25.0,Baixo Risco,143
BR-01100,Cruz das Flores,BA,Nordeste,-13.5916,-41.6564,1,11.99,33009.84,101.5,43.3,0.765,41.05,0,58.87,3.72,66.15,24785,40.1,Médio Risco,251
BR-01101,Campo do Vale,AC,Norte,-10.3637,-70.575,1,7.8,,272.2,63.45,0.596,59.3,0,38.47,7.27,57.2,203672,78.7,Alto Risco,7845
BR-01102,Santa do Carvão,MA,Nordeste,-6.0384,-45.8219,2,27.63,47999.62,45.0,22.51,0.928,26.33,0,71.95,0.96,89.73,8002,18.3,Baixo Risco,18
BR-01103,Monte das Flores,RO,Norte,-11.4943,-63.8857,7,79.02,28672.89,256.4,50.65,0.64,32.15,0,53.68,30.82,63.78,29774,71.7,Alto Risco,656
BR-01104,Lago Esperança,RR,Norte,1.1094,-61.298,5,173.46,45428.1,142.9,13.43,0.851,26.94,1,62.02,23.91,74.82,54528,36.2,Baixo Risco,363
BR-01105,Bela das Flores,AM,Norte,-3.9121,-65.0518,2,23.65,36535.62,251.8,39.68,0.759,60.98,0,45.75,5.45,68.4,37240,58.9,Médio Risco,921
BR-01106,Porto do Sertão,RS,Sul,-28.0502,-54.6678,0,17.82,44161.55,80.6,13.22,0.906,34.66,0,53.33,0.55,78.15,26518,15.6,Baixo Risco,53
BR-01107,Santa das Flores,AM,Norte,-3.1911,-63.9775,5,66.7,32825.72,244.8,43.36,0.729,61.07,0,27.12,34.89,61.97,51442,72.4,Alto Risco,1772
BR-01108,Cruz do Forno,MT,Centro-Oeste,-9.1795,-56.7869,5,4.71,31849.48,298.1,57.55,0.734,43.69,0,47.92,10.7,59.15,126611,73.2,Alto Risco,3503
BR-01109,Cruz do Sertão,TO,Norte,-9.9313,-48.6055,3,28.83,26063.2,270.7,46.74,0.712,34.02,1,43.18,11.2,69.09,224063,69.5,Médio Risco,4859
BR-01110,Lago do Carvão,CE,Nordeste,-5.6061,-39.9434,0,31.24,40062.67,90.0,20.12,0.807,27.2,0,,1.93,84.57,34235,20.3,Baixo Risco,91
BR-01111,Cruz do Carvão,BA,Nordeste,-12.9542,-41.1987,0,90.43,31331.61,137.4,42.25,0.748,49.24,1,41.25,1.17,73.16,11851,46.5,Médio Risco,172
BR-01112,Lago Limpo,MS,Centro-Oeste,-20.1509,-57.5067,1,123.59,50726.73,154.3,25.56,0.835,39.29,0,73.56,4.47,83.21,223724,25.3,Baixo Risco,1055
BR-01113,Porto do Vale,PE,Nordeste,-7.7706,-36.6127,3,6.68,16791.83,229.3,53.49,0.614,61.82,1,,5.18,44.41,8544,83.9,Alto Risco,376
BR-01114,Vila da Mata,SE,Nordeste,-7.6626,-38.3978,1,31.33,29582.17,155.4,48.93,0.685,39.98,0,41.1,1.47,65.48,308114,48.8,Médio Risco,4203
BR-01115,Serra Grande,TO,Norte,-11.3534,-46.5921,3,14.29,37960.76,166.9,45.16,0.692,52.21,0,46.12,10.28,78.29,176340,60.5,Médio Risco,4068
BR-01116,Santa do Vale,AL,Nordeste,-8.4173,-37.4894,0,20.15,33771.16,92.9,37.34,0.78,39.36,0,57.12,2.1,68.31,211451,31.3,Baixo Risco,1403
BR-01117,Boa do Vale,AM,Norte,-3.1791,-65.1684,2,57.04,,176.7,26.07,0.713,39.6,0,54.43,2.66,66.59,77400,41.7,Médio Risco,816
BR-01118,São do Forno,RO,Norte,-13.0295,-60.6607,2,16.34,26072.64,215.9,42.27,0.698,51.27,0,37.63,28.92,67.96,2343,65.7,Médio Risco,61
BR-01119,Serra do Forno,ES,Sudeste,-18.111,-40.7283,0,34.26,44352.94,133.5,42.23,0.807,38.47,0,,3.22,72.68,8965,28.7,Baixo Risco,51
BR-01120,Campo da Mata,SC,Sul,-25.6753,-49.2156,1,99.05,47470.03,78.7,19.09,0.874,22.41,1,80.68,2.04,97.41,48224,17.2,Baixo Risco,89
BR-01121,Alto do Carvão,PI,Nordeste,-8.92,-42.6753,1,72.76,21184.14,241.3,44.43,0.517,61.81,1,37.39,4.97,44.46,14121,80.5,Alto Risco,582
BR-01122,Santa do Sertão,AM,Norte,-3.4825,-64.5184,1,38.46,33576.32,227.1,46.4,,53.29,0,50.12,1.56,72.6,22157,48.5,Médio Risco,364
BR-01123,Vale Limpo,RR,Norte,-0.3655,-61.3021,2,28.25,31598.08,214.9,40.24,0.702,53.72,0,,4.93,76.41,70687,57.5,Médio Risco,1534
BR-01124,Lago do Forno,BA,Nordeste,-14.7223,-40.513,0,6.46,29595.32,203.8,54.4,0.599,63.55,0,36.93,0.8,42.22,26570,62.5,Médio Risco,745
BR-01125,Vila do Sertão,MS,Centro-Oeste,-19.0428,-55.4997,0,134.6,37802.84,181.6,40.74,0.736,36.53,0,45.4,7.49,66.38,7160,40.7,Médio Risco,69
BR-01126,Vale do Carvão,PB,Nordeste,-7.933,-38.0977,0,52.93,54876.37,115.3,28.75,0.799,25.42,0,59.78,2.33,72.25,99417,17.6,Baixo Risco,202
BR-01127,Bela Feliz,PA,Norte,-5.3423,-53.374,1,30.06,,229.3,41.32,0.729,51.79,1,40.57,7.9,52.59,62544,64.9,Médio Risco,1605
BR-01128,Alto das Flores,PI,Nordeste,-7.3988,-42.5904,1,25.39,31256.78,128.2,40.49,0.68,55.36,0,56.43,6.01,68.08,24071,50.3,Médio Risco,431
BR-01129,Serra do Cedro,PE,Nordeste,-9.1114,-38.1691,2,41.99,49007.2,119.2,23.67,0.85,40.48,1,71.51,0.59,69.64,79944,26.4,Baixo Risco,411
BR-01130,Rio Feliz,TO,Norte,-10.8292,-47.3056,2,59.31,29164.36,216.5,36.19,0.744,39.67,0,50.5,3.59,,37005,50.6,Médio Risco,532
BR-01131,Santa Verde,TO,Norte,-9.1349,-46.4734,2,56.74,21513.2,261.3,51.97,0.699,39.05,0,39.8,10.88,64.36,173547,66.1,Médio Risco,3788
BR-01132,Vila Dourado,PA,Norte,-5.4164,-53.8462,6,96.82,18161.39,298.7,49.02,0.591,62.93,0,45.92,11.19,56.68,39696,84.8,Alto Risco,1801
BR-01133,Monte Verde,AP,Norte,0.1425,-52.7975,0,31.11,35946.54,215.8,36.26,0.688,55.42,0,59.23,2.61,61.1,171942,43.4,Médio Risco,2433
BR-01134,Alto Verde,RN,Nordeste,-5.5943,-38.6007,2,178.33,33637.34,140.8,35.59,0.747,32.56,0,50.2,4.85,70.88,3159,38.9,Baixo Risco,26
BR-01135,Nova Azul,TO,Norte,-8.8128,-45.4575,4,67.26,33020.04,268.1,40.21,0.635,43.63,0,44.71,26.68,62.67,58339,69.3,Médio Risco,1477
BR-01136,São do Amparo,GO,Centro-Oeste,-14.2466,-49.4335,0,18.89,,254.9,48.51,0.585,64.01,0,37.78,12.36,60.74,19984,67.5,Médio Risco,637
BR-01137,Cruz do Sertão,MG,Sudeste,-19.0311,-43.7083,1,3.25,27395.36,190.6,56.74,0.57,57.18,0,23.63,0.9,46.21,11228,73.6,Alto Risco,378
BR-01138,Santa Limpo,MS,Centro-Oeste,-19.1977,-56.4163,0,32.76,45834.7,176.6,29.24,0.834,50.85,0,62.39,7.17,70.0,139822,31.5,Baixo Risco,1114
BR-01139,Cruz das Flores,AL,Nordeste,-10.7178,-36.8216,0,112.11,32280.96,116.3,32.98,0.632,47.78,0,40.26,3.04,54.17,99844,49.1,Médio Risco,1550
BR-01140,São da Serra,PI,Nordeste,-5.1633,-42.0171,0,11.66,40193.32,161.0,35.48,0.705,42.9,0,45.27,1.76,67.57,2676,36.5,Baixo Risco,24
BR-01141,Rio do Sertão,MA,Nordeste,-7.0073,-45.7939,2,29.8,39472.76,179.0,35.84,0.71,42.54,2,53.34,6.02,66.37,80368,57.5,Médio Risco,1485
BR-01142,Boa do Amparo,RS,Sul,-27.8401,-51.694,1,28.24,28760.97,214.7,43.0,0.691,45.23,0,33.89,2.09,62.79,69057,55.3,Médio Risco,1249
BR-01143,Nova Esperança,RR,Norte,1.1309,-58.1634,3,67.77,29464.76,187.1,43.41,0.78,51.7,1,33.81,37.79,66.64,13309,67.8,Médio Risco,366
BR-01144,Campo do Forno,RO,Norte,-8.0115,-64.6659,2,16.04,27690.86,275.0,53.36,0.68,54.66,1,,14.38,59.54,11567,73.9,Alto Risco,380
BR-01145,Nova do Carvão,MT,Centro-Oeste,-11.8122,-56.8509,3,10.04,30869.54,247.8,50.73,0.699,55.55,0,40.64,9.49,65.36,4500,70.3,Alto Risco,138
BR-01146,Lago do Vale,GO,Centro-Oeste,-17.4024,-51.0889,2,53.04,41375.31,115.9,35.25,0.846,39.79,0,78.0,13.21,78.66,21549,33.6,Baixo Risco,161
BR-01147,Cruz da Mata,RN,Nordeste,-6.5411,-34.3413,1,10.02,15059.26,178.8,47.48,0.663,50.07,0,58.55,8.66,70.57,26321,56.7,Médio Risco,531
BR-01148,Alto da Serra,RO,Norte,-9.7363,-61.8807,2,4.3,34889.91,205.8,31.71,0.723,42.95,0,48.73,14.18,74.6,88987,50.5,Médio Risco,1344
BR-01149,Alto da Mata,MG,Sudeste,-16.6263,-44.5697,0,175.09,37458.92,177.4,33.88,0.769,38.7,0,75.96,1.91,82.06,46015,25.3,Baixo Risco,215
BR-01150,Cruz do Norte,SP,Sudeste,-22.289,-48.7388,0,70.14,39990.95,104.8,37.37,0.734,52.01,0,63.27,1.2,65.1,8735,30.8,Baixo Risco,68
BR-01151,Vila do Amparo,BA,Nordeste,-12.8975,-42.8432,1,147.33,36432.39,197.8,50.08,0.688,57.72,0,38.12,0.99,48.72,44293,60.7,Médio Risco,1104
BR-01152,Lago das Flores,SC,Sul,-26.3883,-49.704,0,79.69,45738.06,95.4,28.07,0.856,33.55,0,40.79,0.25,79.93,23919,20.5,Baixo Risco,73
BR-01153,Monte do Forno,AP,Norte,1.5945,-52.3019,0,57.27,34545.04,155.9,30.81,0.733,33.42,0,63.26,7.47,79.08,10214,29.7,Baixo Risco,56
BR-01154,Monte do Sertão,BA,Nordeste,-14.7709,-42.0641,1,36.8,24505.72,133.5,43.19,0.732,56.19,0,50.66,1.6,71.29,4506,49.9,Médio Risco,81
BR-01155,Santo Feliz,PA,Norte,-4.9282,-51.6277,1,20.02,34806.08,297.1,48.84,0.7,48.59,0,51.55,5.79,72.15,71754,56.9,Médio Risco,1427
BR-01156,Campo Azul,AL,Nordeste,-9.2908,-37.0832,1,36.47,22912.25,177.0,51.74,0.682,50.83,1,40.6,5.62,40.91,57411,67.8,Médio Risco,1559
BR-01157,Alto do Carvão,AL,Nordeste,-7.9183,-37.149,1,17.78,,145.4,27.96,0.837,48.07,0,50.04,1.7,85.1,65904,30.5,Baixo Risco,480
BR-01158,Campo Feliz,AC,Norte,-6.5076,-70.5352,0,11.22,51094.62,212.3,20.21,0.848,31.32,0,59.33,26.84,81.52,13223,23.1,Baixo Risco,47
BR-01159,Boa Limpo,MS,Centro-Oeste,-19.4187,-53.4265,0,19.26,28134.2,206.3,30.47,0.738,40.91,0,59.49,4.38,58.32,40695,41.9,Médio Risco,442
BR-01160,Nova Limpo,RS,Sul,-29.2978,-50.8949,0,84.29,32467.48,126.5,39.29,0.72,47.69,0,42.44,1.08,66.7,5889,38.3,Baixo Risco,61
BR-01161,Bela Limpo,AC,Norte,-7.7217,-69.7303,3,7.61,,187.3,38.65,0.706,35.11,1,48.45,2.59,68.88,9574,52.4,Médio Risco,135
BR-01162,São do Cedro,PE,Nordeste,-9.3135,-36.7354,0,7.69,39562.02,199.4,40.49,0.688,46.74,0,37.76,3.82,70.11,34275,42.5,Médio Risco,416
BR-01163,Nova do Forno,RO,Norte,-11.0445,-63.6198,3,35.97,12887.85,287.0,42.87,0.512,50.29,1,38.75,22.22,60.92,45613,85.8,Alto Risco,1792
BR-01164,Boa Grande,BA,Nordeste,-14.1138,-42.6909,1,14.23,22391.12,125.3,44.19,0.654,48.35,0,31.93,1.55,60.95,4290,55.6,Médio Risco,82
BR-01165,Rio das Flores,BA,Nordeste,-14.7082,-40.7844,1,29.11,12536.14,252.1,58.41,,55.13,1,40.8,1.24,38.22,8761,81.5,Alto Risco,338
BR-01166,Santa Feliz,RR,Norte,2.517,-61.1603,3,79.74,42607.03,139.7,25.01,0.804,34.9,0,51.55,21.73,73.16,20811,36.8,Baixo Risco,166
BR-01167,Alto do Carvão,RO,Norte,-10.5703,-65.3317,2,39.79,35082.06,206.7,41.8,0.651,40.11,1,47.01,2.29,54.35,108896,62.0,Médio Risco,2183
BR-01168,Alto Vermelho,PA,Norte,-2.8273,-52.9393,11,8.69,3200.0,324.0,59.91,0.519,65.6,0,47.37,23.32,48.44,11892,95.8,Alto Risco,676
BR-01169,Cruz do Vale,RO,Norte,-10.0654,-63.4561,0,93.47,32876.62,317.3,33.14,0.75,43.53,0,48.57,4.52,77.12,39172,44.1,Médio Risco,481
BR-01170,Monte da Serra,AP,Norte,1.7497,-52.4846,1,56.77,40142.69,249.2,35.58,0.715,43.2,0,49.51,9.46,60.78,44656,52.0,Médio Risco,710
BR-01171,São do Carvão,MT,Centro-Oeste,-11.8607,-53.3456,1,25.19,32815.69,223.2,42.74,0.725,63.4,0,53.8,17.65,59.83,24050,60.5,Médio Risco,639
BR-01172,Rio Feliz,RN,Nordeste,-5.8698,-35.9182,1,24.33,33369.66,158.4,34.58,0.697,45.27,1,,3.25,59.04,45937,56.8,Médio Risco,868
BR-01173,Alto do Sertão,ES,Sudeste,-18.612,-38.4176,0,35.32,29866.14,194.1,39.41,0.706,51.54,0,59.32,1.79,,6117,41.1,Médio Risco,75
BR-01174,Santo Verde,RN,Nordeste,-6.8266,-36.2212,1,17.02,24551.88,220.5,46.0,0.709,54.18,1,54.76,7.17,64.7,14476,64.5,Médio Risco,380
BR-01175,Serra do Forno,PA,Norte,-3.2724,-52.3661,6,3.89,23193.79,273.5,46.9,0.656,55.28,0,42.54,11.16,50.72,197393,79.8,Alto Risco,7387
BR-01176,Nova do Forno,RN,Nordeste,-4.8742,-37.9012,2,56.57,35919.02,135.3,25.92,0.75,45.26,0,22.49,39.86,73.46,215552,54.7,Médio Risco,3832
BR-01177,Boa Verde,MG,Sudeste,-19.0376,-44.3633,0,47.47,33889.25,137.1,32.76,0.67,48.33,0,44.66,0.59,70.45,94245,39.9,Baixo Risco,1058
BR-01178,Rio da Serra,MA,Nordeste,-5.3474,-45.4217,1,2.14,29732.8,211.2,45.22,0.636,54.17,0,29.98,0.64,65.15,130026,62.3,Médio Risco,3227
BR-01179,Nova da Serra,CE,Nordeste,-6.073,-41.444,2,38.24,29728.68,209.3,35.97,0.705,45.6,0,55.26,5.25,53.32,3353,52.6,Médio Risco,56
BR-01180,Vale Grande,CE,Nordeste,-5.9371,-40.2853,0,134.61,35303.21,103.0,41.13,0.653,45.71,1,55.26,2.29,,10038,42.5,Médio Risco,120
BR-01181,Nova Verde,RN,Nordeste,-7.3849,-37.0426,0,12.81,50205.38,50.5,25.15,0.905,27.04,0,76.37,2.86,99.0,22273,10.8,Baixo Risco,21
BR-01182,Boa da Serra,AM,Norte,-1.6979,-64.5211,1,21.08,21592.34,213.2,36.23,0.665,36.38,0,33.73,3.3,71.42,673035,53.6,Médio Risco,10042
BR-01183,Porto do Norte,AP,Norte,2.902,-51.1241,4,20.63,34833.59,243.6,38.22,0.711,57.02,0,62.43,7.73,63.88,22218,61.5,Médio Risco,561
BR-01184,Nova Dourado,BA,Nordeste,-12.2076,-42.5138,1,208.18,,21.1,27.95,0.875,42.05,0,70.52,2.19,83.62,83377,19.3,Baixo Risco,266
BR-01185,Porto do Carvão,BA,Nordeste,-10.1989,-41.0436,0,75.83,34893.32,112.3,42.41,0.649,47.78,0,65.18,1.44,58.04,52731,40.3,Médio Risco,597
BR-01186,Santa do Forno,RO,Norte,-11.0949,-63.5949,4,7.94,15315.09,329.3,51.34,0.625,62.02,0,38.21,11.01,44.11,51285,86.8,Alto Risco,2389
BR-01187,Serra do Forno,MT,Centro-Oeste,-8.3955,-59.4375,0,36.57,43431.16,222.8,36.41,0.769,52.09,0,56.01,2.39,67.53,31907,40.0,Médio Risco,379
BR-01188,Nova do Amparo,TO,Norte,-10.4885,-48.9786,3,200.49,27199.63,278.3,53.59,0.564,46.08,0,34.12,12.06,60.2,7332,76.6,Alto Risco,226
BR-01189,Campo do Forno,AM,Norte,-3.1127,-63.5894,1,16.32,39735.71,211.7,39.08,0.815,44.32,0,72.27,19.84,84.75,1200,39.7,Baixo Risco,13
BR-01190,Serra do Amparo,PE,Nordeste,-8.9369,-40.2145,1,23.91,26806.05,196.9,37.94,0.743,44.53,0,53.28,0.84,60.41,163130,47.9,Médio Risco,2320
BR-01191,Porto Limpo,MS,Centro-Oeste,-19.9887,-54.3822,0,40.18,,229.4,36.88,0.723,63.79,0,60.51,2.68,63.25,15205,48.2,Médio Risco,282
BR-01192,Boa das Flores,MT,Centro-Oeste,-11.4701,-53.2006,1,16.15,34609.61,187.7,21.97,0.777,37.56,0,59.92,16.51,73.59,3185,38.5,Baixo Risco,29
BR-01193,Campo da Mata,SC,Sul,-27.6095,-52.0149,0,199.02,57205.54,80.2,23.57,0.816,39.46,0,64.93,0.6,76.91,56809,16.3,Baixo Risco,133
BR-01194,Alto Azul,TO,Norte,-7.6826,-48.297,2,17.41,34440.18,252.0,25.1,0.768,40.24,0,60.49,13.14,76.29,55464,49.3,Médio Risco,772
BR-01195,Lago Verde,SC,Sul,-27.1152,-52.7756,0,8.31,53533.53,96.2,21.39,0.848,49.45,0,77.16,1.83,82.72,85808,16.9,Baixo Risco,248
BR-01196,Lago da Mata,CE,Nordeste,-4.8213,-37.2519,1,13.53,28221.52,163.9,38.63,0.685,46.27,0,54.11,1.7,61.95,132541,45.3,Médio Risco,1769
BR-01197,Lago Dourado,CE,Nordeste,-6.4726,-39.6467,2,52.9,44818.3,150.6,40.73,0.753,50.24,1,55.66,6.61,72.93,10418,47.9,Médio Risco,161
BR-01198,Campo do Norte,PI,Nordeste,-7.1341,-42.6647,2,13.3,36191.48,186.9,27.51,0.751,43.52,0,41.3,4.05,78.32,11007,49.7,Médio Risco,163
BR-01199,Santa do Carvão,GO,Centro-Oeste,-16.1676,-47.964,2,33.41,32465.85,241.3,42.39,0.729,49.46,0,56.18,9.28,69.13,22062,54.1,Médio Risco,410
BR-01200,Bela Dourado,RN,Nordeste,-6.6615,-35.6639,1,64.18,52803.84,70.8,9.7,0.894,31.82,0,55.91,0.29,78.99,91771,15.1,Baixo Risco,166
BR-01201,Lago das Flores,PB,Nordeste,-8.3671,-37.9459,0,9.01,44054.97,186.6,30.24,0.804,33.59,0,59.4,3.35,81.35,2373,27.6,Baixo Risco,12
BR-01202,Santo do Forno,PB,Nordeste,-3.5395,-37.6262,2,15.35,41549.0,187.6,28.16,0.754,24.85,1,52.32,0.88,71.15,38571,36.8,Baixo Risco,252
BR-01203,Porto do Forno,RO,Norte,-11.1989,-62.6471,1,36.09,31207.58,274.0,35.85,0.785,52.88,0,37.68,6.06,63.4,105361,53.7,Médio Risco,2027
BR-01204,Cruz Limpo,RJ,Sudeste,-24.2898,-43.5338,0,60.8,41094.11,101.4,42.81,0.775,34.91,0,62.34,1.91,76.63,100065,23.6,Baixo Risco,392
BR-01205,Santo das Flores,AC,Norte,-9.7475,-73.0,6,12.47,32552.83,246.6,53.24,0.698,60.88,0,60.9,38.09,59.92,79674,77.5,Alto Risco,3053
BR-01206,Rio Limpo,AL,Nordeste,-9.6922,-36.8945,1,29.76,30295.79,87.5,37.41,0.703,47.64,0,47.84,1.77,74.23,124089,45.8,Médio Risco,1720
BR-01207,São do Amparo,PR,Sul,-24.1247,-53.6223,1,23.01,44150.64,149.8,47.96,0.842,46.11,0,66.63,0.6,68.42,1200,31.1,Baixo Risco,9
BR-01208,Santo Dourado,MG,Sudeste,-17.3233,-42.1172,4,44.61,,188.7,41.72,0.7,57.95,0,,8.09,67.21,246924,64.8,Médio Risco,6853
BR-01209,Monte Esperança,ES,Sudeste,-18.2427,-40.0925,0,49.92,41104.67,58.8,37.29,0.78,21.67,0,66.03,3.43,74.43,49663,20.8,Baixo Risco,121
BR-01210,Boa da Mata,MT,Centro-Oeste,-13.5428,-56.6872,6,15.47,28854.57,299.6,35.78,0.732,54.87,0,38.29,14.75,56.55,174262,73.8,Alto Risco,5724
BR-01211,Bela da Mata,RN,Nordeste,-5.3334,-37.5681,1,49.24,37272.96,104.6,27.4,,35.38,0,61.79,6.18,71.89,7568,26.2,Baixo Risco,35
BR-01212,Monte Esperança,RO,Norte,-12.0565,-65.9852,5,18.12,35371.04,210.6,26.5,0.726,50.48,1,58.45,27.06,63.12,3669,69.3,Médio Risco,103
BR-01213,Santo das Flores,PB,Nordeste,-8.1475,-38.2592,0,42.27,36439.91,89.7,37.34,0.734,47.42,0,65.86,1.03,56.77,306500,27.8,Baixo Risco,1905
BR-01214,Santa Azul,MT,Centro-Oeste,-13.9248,-53.9971,1,28.2,17698.69,323.6,58.2,0.612,65.01,0,42.58,3.22,52.39,10320,80.0,Alto Risco,437
BR-01215,Serra do Carvão,ES,Sudeste,-20.8537,-37.2155,0,410.64,58633.4,88.2,14.97,0.93,26.32,0,46.36,3.06,99.0,22280,11.7,Baixo Risco,24
